,id,status,search_engine_name,scrape_method,page_number,requested_at,requested_by,latitude,longitude,reported_location,is_control,category,urban_rural_code,median_income,percent_dem,num_results_for_query,num_results,query,effective_query,no_results,id,title,snippet,link,raw_domain,visible_link,rank,link_type,rating,sitelinks,misc,isTweetCarousel,isMapsPlaces,isMapsLocations,isNewsCarousel,isKnowledgeBox,serp_id,scraper_search_id,domain,code,domains_plus_codes
count,12950.0,12950,12950,12950,12950.0,12950,12950,12950,12950,12950,12950.0,12950,12950.0,12950.0,12950.0,12950,12950.0,12950,12950,12950.0,12950.0,12030,11613,12950,12950,11722,12950.0,12950,1067,1008,705,93.0,0.0,229.0,230.0,705.0,12950.0,12950.0,12950,422,12950
unique,,1,1,1,,800,1,20,20,20,,3,,,,492,,40,1,,,1630,1628,1187,482,988,,8,64,84,56,,0.0,,,,,,461,2,463
top,,successful,google,selenium,,2018-01-18 05:16:14.971654,localhost,40.731375,-74.078601,"07306, Jersey City, NJ",,med_sample_first_20,,,,0,,loan,,,,"Hair Loss Home Remedies, Treatment, Causes & Prevention",Personal Loans For Good Credit From Marcus by Goldman Sachs® - Apply Today!,,b'',Forbes,,results," Rating: 9.3/10 - ?21,344 reviews",Free shipping,"People also askHow do student loans work?Federal student loan borrowers may be eligible for: Direct Subsidized Loans, available to undergraduates who demonstrate financial need. Direct Unsubsidized Loans, available to undergraduates, graduates, and professional students, and requiring no demonstration of financial need.Aug 16, 2016Your Questions Answered: How Do Student Loans Work Exactly ...https://studentloanhero.com/featured/how-do-student-loans-work/Search for: How do student loans work?How much will I get for a student loan?The Direct Unsubsidized Loan also has an aggregate loan limit of $31,000 for dependent undergraduate students. Suppose a dependent undergraduate student in a 5-year engineering degree program borrows the annual maximum for each of the first four years, for a total of $27,000.Student Loan Limits for Undergraduates, Graduates | Edvisorshttps://www.edvisors.com/college-loans/terms/loan-limits/Search for: How much will I get for a student loan?What are FFEL and direct loans?Federal Family Education Loan (FFEL) Program. Also Known As: FFEL Program; FFEL loans. FFEL includes four components: Stafford Loans, Unsubsidized Stafford Loans, Federal PLUS Loans, and Federal Consolidation Loans.Apr 9, 2014Federal Family Education Loan (FFEL) Programhttps://www2.ed.gov/programs/ffel/index.htmlSearch for: What are FFEL and direct loans?How can a student get loan?To get a student loan as part of a government program, visit your school's financial aid office. Let them know that you'd like to borrow, and they'll tell you what steps to take. You'll have to fill out a FAFSA form, which will determine what type of aid you're eligible for.Sep 8, 2017Learn How to Get a Student Loan - The Balancehttps://www.thebalance.com/how-to-get-a-student-loan-315839Search for: How can a student get loan?",,,,,,,,b'',tfo$,b''_nan
freq,,12950,12950,12950,,27,12950,667,667,667,,5201,,,,233,,511,12950,,,60,63,777,777,100,,8785,44,46,20,,,,,,,,777,402,777
mean,357.2738223938224,,,,1.0,,,,,,0.0,,3.505019305019305,46486.98216216216,0.41999477845761823,,17.645405405405405,,,0.0,6475.5,,,,,,4.812123552123552,,,,,1.0,,1.0,1.0,1.0,357.2738223938224,18.33915057915058,,,
std,229.54425681595984,,,,0.0,,,,,,0.0,,2.5000914918028845,8960.915700101548,0.21684200446859203,,5.065176420667798,,,0.0,3738.4873277837924,,,,,,3.4120786911867707,,,,,0.0,,0.0,0.0,0.0,229.54425681595984,11.469449091598742,,,
min,1.0,,,,1.0,,,,,,0.0,,1.0,25814.0,0.07867679928480001,,10.0,,,0.0,1.0,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,
25%,158.0,,,,1.0,,,,,,0.0,,1.0,38056.0,0.179304192685,,12.0,,,0.0,3238.25,,,,,,2.0,,,,,1.0,,1.0,1.0,1.0,158.0,8.0,,,
50%,325.0,,,,1.0,,,,,,0.0,,6.0,47943.0,0.38726245505900003,,17.0,,,0.0,6475.5,,,,,,4.0,,,,,1.0,,1.0,1.0,1.0,325.0,17.0,,,
75%,555.75,,,,1.0,,,,,,0.0,,6.0,51788.0,0.611264385885,,23.0,,,0.0,9712.75,,,,,,7.0,,,,,1.0,,1.0,1.0,1.0,555.75,28.0,,,
max,800.0,,,,1.0,,,,,,0.0,,6.0,62117.0,0.7595943672050001,,27.0,,,0.0,12950.0,,,,,,13.0,,,,,1.0,,1.0,1.0,1.0,800.0,40.0,,,
